Station: Bern-Bollwerk
Urbain, trafic
Moyennes horaires, PREC: Sommes horaires
heure d'hiver
Source:: NABEL/MeteoSchweiz
Date/heure;O3 [痢/m設;NO2 [痢/m設;CO [mg/m設;PM10 [痢/m設;CPC [1/cm設;EC [痢/m設;NOX [痢/m設;TEMP [蚓];PREC [mm];RAD [W/m淫
30.05.2016 09:00;58.3;32.9;0.30;4.7;10468.0;;57.6;15.3;0.0;247.4
30.05.2016 10:00;66.0;25.1;0.20;6.9;8577.4;;44.8;15.7;0.0;392.8
30.05.2016 11:00;77.2;17.3;0.20;7.3;9139.0;;27.5;16.8;0.0;667.3
30.05.2016 12:00;78.9;15.5;0.30;6.8;8684.3;;23.9;17.1;0.0;675.6
30.05.2016 13:00;75.2;23.0;0.20;7.0;13473.3;;37.8;16.8;0.0;628.1
30.05.2016 14:00;78.6;22.4;0.20;6.5;13085.8;;41.3;16.4;0.1;412.7
30.05.2016 15:00;75.5;26.7;0.30;7.5;17155.4;;43.0;17.5;0.0;602.8
30.05.2016 16:00;76.3;25.6;0.30;8.8;13479.5;;40.0;17.9;0.0;520.4
30.05.2016 17:00;74.8;27.2;0.30;9.1;12688.5;;41.8;17.7;0.0;509.1
30.05.2016 18:00;75.3;21.7;0.30;6.9;10110.9;;30.8;16.9;0.0;224.8
30.05.2016 19:00;75.6;17.6;0.30;5.8;9548.3;;25.0;16.3;0.0;117.0
30.05.2016 20:00;74.6;16.4;0.20;5.0;8307.2;;20.4;15.6;0.0;22.6
30.05.2016 21:00;70.6;16.9;0.20;4.9;7587.2;;21.3;15.2;0.0;-1.5
30.05.2016 22:00;69.5;14.8;0.20;4.0;8207.0;;19.6;14.7;0.0;-3.8
30.05.2016 23:00;69.1;11.9;0.20;4.1;5826.7;;14.7;14.2;0.0;-2.5
31.05.2016 00:00;73.5;10.5;0.20;3.3;4393.4;;14.1;13.7;0.0;-2.9
31.05.2016 01:00;80.5;4.9;0.20;1.7;4088.1;;6.0;13.6;0.0;-2.9
31.05.2016 02:00;86.6;2.5;0.20;2.5;2660.2;;3.0;13.8;0.0;-2.7
31.05.2016 03:00;87.9;4.4;0.20;2.3;2842.5;;5.5;13.5;0.0;-4.1
31.05.2016 04:00;84.5;5.7;0.20;1.6;2525.7;;6.2;12.8;0.2;-4.7
31.05.2016 05:00;76.1;17.2;0.20;5.0;6053.6;;23.9;12.8;0.0;-2.6
31.05.2016 06:00;61.4;32.3;0.30;3.4;9828.2;;49.6;12.4;0.1;13.0
31.05.2016 07:00;45.6;58.9;0.30;5.4;17435.7;;99.9;12.4;0.2;46.6
31.05.2016 08:00;41.2;64.1;0.30;7.6;22857.3;;107.3;12.3;0.0;80.1
31.05.2016 09:00;48.9;59.2;0.30;5.9;22745.0;;100.0;13.1;0.0;206.1
31.05.2016 10:00;69.0;36.8;0.30;5.5;13799.6;;60.6;14.3;0.0;347.0
31.05.2016 11:00;71.8;35.0;0.30;8.9;13065.2;;54.7;15.0;0.0;417.5
31.05.2016 12:00;85.0;22.7;0.20;7.6;12879.1;;34.5;15.2;0.0;459.3
31.05.2016 13:00;88.0;22.9;0.20;7.5;11867.9;;35.4;15.4;0.0;607.7
31.05.2016 14:00;89.3;26.1;0.30;7.4;11767.1;;39.8;16.5;0.0;879.8
31.05.2016 15:00;92.8;25.6;0.30;6.7;11490.1;;39.8;17.1;0.0;724.9
31.05.2016 16:00;82.5;38.4;0.30;7.6;14625.1;;58.9;17.0;0.0;381.9
31.05.2016 17:00;79.3;34.1;0.30;9.2;12838.9;;51.1;16.6;0.0;200.7
31.05.2016 18:00;82.3;26.1;0.30;7.4;13113.8;;38.3;16.6;0.0;160.4
31.05.2016 19:00;75.1;29.9;0.30;9.6;11688.4;;38.8;16.5;0.0;106.9
31.05.2016 20:00;65.2;32.2;0.40;7.7;15260.1;;49.4;15.6;0.0;50.7
31.05.2016 21:00;76.5;18.9;0.30;6.0;11930.0;;23.3;15.0;0.0;1.1
31.05.2016 22:00;58.4;31.0;0.30;6.7;12363.1;;44.6;14.6;0.0;-2.3
31.05.2016 23:00;53.7;24.5;0.30;6.5;12431.3;;36.9;13.5;0.1;-4.1
01.06.2016 00:00;47.8;21.0;0.30;8.7;10908.3;;30.8;13.3;0.0;-3.8
01.06.2016 01:00;56.0;14.9;0.20;6.6;8793.9;;18.6;13.0;0.0;-3.4
01.06.2016 02:00;72.6;6.3;0.20;3.1;6140.8;;6.9;12.9;0.0;-2.2
01.06.2016 03:00;71.9;7.4;0.20;2.9;6833.6;;8.4;12.3;0.0;-1.8
01.06.2016 04:00;68.8;10.1;0.20;4.0;6624.6;;12.9;12.3;0.0;-1.9
01.06.2016 05:00;49.5;27.1;0.30;6.7;15171.1;;44.0;11.8;0.0;1.4
01.06.2016 06:00;13.3;55.8;0.40;10.9;31671.9;;117.8;11.4;0.0;45.5
01.06.2016 07:00;16.2;88.6;0.50;10.9;36597.9;;202.5;12.1;0.0;123.6
01.06.2016 08:00;20.6;80.8;0.50;10.1;28199.8;;177.5;12.6;0.0;164.0
01.06.2016 09:00;;;0.30;11.1;14818.1;;;12.6;0.0;210.2
01.06.2016 10:00;43.1;40.5;0.30;7.2;21669.9;;80.3;13.2;0.0;264.5
01.06.2016 11:00;51.3;32.0;0.30;6.3;16304.7;;62.0;13.9;0.0;538.3
01.06.2016 12:00;68.6;27.2;0.30;5.5;10697.8;;49.6;15.3;0.0;654.7
01.06.2016 13:00;72.4;23.0;0.30;5.9;9955.7;;38.5;16.4;0.0;678.3
01.06.2016 14:00;70.8;26.0;0.30;7.1;13199.0;;44.9;16.6;0.0;552.7
01.06.2016 15:00;68.7;38.5;0.30;8.0;13883.3;;70.2;17.3;0.0;574.4
01.06.2016 16:00;70.9;42.4;0.40;8.5;15904.4;;70.1;17.8;0.0;435.7
01.06.2016 17:00;70.3;40.6;0.40;17.3;15649.6;;61.0;17.6;0.0;189.2
01.06.2016 18:00;72.5;37.1;0.30;9.5;14494.2;;53.2;17.5;0.0;144.5
01.06.2016 19:00;76.7;29.1;0.30;7.2;10674.7;;40.2;17.4;0.0;98.9
01.06.2016 20:00;65.2;23.7;0.30;7.4;9713.6;;30.9;17.1;0.0;38.0
01.06.2016 21:00;54.5;28.7;0.30;9.1;11998.9;;34.3;16.0;0.0;-1.4
01.06.2016 22:00;42.0;36.8;0.40;8.7;12708.3;;44.7;15.8;0.0;-3.8
01.06.2016 23:00;38.7;30.5;0.30;8.8;12774.3;;38.0;15.2;0.0;-3.9
02.06.2016 00:00;38.0;20.9;0.30;9.0;9336.8;;27.5;14.4;0.0;-2.7
02.06.2016 01:00;49.4;8.6;0.20;7.6;5241.1;;11.0;14.7;0.0;-2.7
02.06.2016 02:00;52.2;8.2;0.20;5.2;3782.9;;10.0;14.4;0.0;-2.6
02.06.2016 03:00;35.7;18.1;0.20;6.7;5175.1;;20.9;14.2;0.0;-2.0
02.06.2016 04:00;43.6;11.6;0.20;8.7;4020.6;;16.9;14.2;0.0;-2.1
02.06.2016 05:00;36.0;18.7;0.20;8.4;7361.4;;27.8;14.1;0.0;-2.5
02.06.2016 06:00;24.4;36.0;0.30;8.6;14946.9;;71.6;13.6;0.5;7.3
02.06.2016 07:00;17.7;56.5;0.40;13.5;20857.9;;125.4;13.4;0.8;24.6
02.06.2016 08:00;14.4;53.5;0.40;14.2;21969.8;;118.9;13.2;1.2;55.6
02.06.2016 09:00;18.2;49.8;0.40;10.8;15472.1;;115.0;13.4;1.0;105.3
02.06.2016 10:00;24.7;40.0;0.30;11.3;13834.8;;87.8;13.6;0.4;157.6
02.06.2016 11:00;32.0;34.7;0.30;8.1;13033.2;;64.3;13.6;0.1;200.5
02.06.2016 12:00;42.5;20.9;0.30;5.9;8754.8;;36.3;13.8;0.2;260.0
02.06.2016 13:00;42.0;31.9;0.30;6.0;14472.8;;65.9;15.3;0.0;454.8
02.06.2016 14:00;58.2;23.9;0.30;7.9;10086.4;;40.7;16.6;0.0;439.4
02.06.2016 15:00;58.7;26.1;0.30;6.5;10127.7;;51.4;16.4;0.0;301.2
02.06.2016 16:00;57.0;18.6;0.30;7.6;11914.4;;31.4;15.6;0.0;284.4
02.06.2016 17:00;54.7;22.5;0.30;6.7;10306.6;;35.3;15.6;0.0;253.1
02.06.2016 18:00;54.9;19.2;0.30;7.9;8476.4;;27.9;15.3;0.0;148.9
02.06.2016 19:00;51.5;18.0;0.30;8.3;7853.4;;24.4;14.8;0.0;59.7
02.06.2016 20:00;49.7;17.6;0.30;8.3;7226.4;;22.6;14.3;0.0;18.4
02.06.2016 21:00;49.0;17.5;0.30;7.3;7134.2;;21.3;13.8;0.0;0.7
02.06.2016 22:00;48.0;16.2;0.30;7.0;6968.2;;19.1;13.6;0.0;-2.2
02.06.2016 23:00;42.5;16.2;0.30;8.6;6900.4;;19.9;13.3;0.0;-2.3
03.06.2016 00:00;46.6;11.2;0.20;7.9;5423.6;;13.4;13.0;0.0;-2.2
03.06.2016 01:00;47.1;9.7;0.20;7.8;6314.3;;11.3;12.9;0.1;-2.4
03.06.2016 02:00;48.0;9.2;0.20;5.6;3662.4;;11.1;12.9;0.4;-2.6
03.06.2016 03:00;48.5;7.3;0.20;5.2;3386.7;;9.4;12.8;0.0;-2.8
03.06.2016 04:00;46.4;9.8;0.20;3.7;3218.9;;11.6;12.7;0.0;-2.7
03.06.2016 05:00;48.1;13.1;0.20;3.2;3756.8;;15.6;12.6;0.0;-2.1
03.06.2016 06:00;35.1;26.6;0.30;4.4;7393.5;;42.5;12.6;1.1;10.9
03.06.2016 07:00;19.1;55.5;0.40;5.8;20179.5;;124.0;12.9;0.8;35.5
03.06.2016 08:00;24.9;52.5;0.40;5.3;23605.1;;115.8;13.2;0.1;102.9
03.06.2016 09:00;26.0;47.0;0.30;5.0;17437.0;;101.7;13.8;0.4;113.5
03.06.2016 10:00;22.2;44.8;0.30;6.2;16767.4;;93.0;13.7;0.5;125.2
03.06.2016 11:00;25.6;39.9;0.30;5.8;15537.5;;83.9;14.4;0.0;226.9
03.06.2016 12:00;30.4;26.8;0.30;5.2;14195.7;;51.8;14.8;0.0;222.6
03.06.2016 13:00;34.7;16.1;0.30;4.7;9610.4;;31.0;15.0;0.0;338.1
03.06.2016 14:00;40.5;12.9;0.30;6.7;11108.0;;23.8;15.7;0.0;506.1
03.06.2016 15:00;50.4;16.6;0.30;5.9;10929.5;;32.3;16.8;0.0;535.9
03.06.2016 16:00;56.6;10.6;0.30;6.8;12172.8;;17.9;17.6;0.0;489.0
03.06.2016 17:00;50.2;17.8;0.30;7.4;13495.9;;31.6;17.8;0.0;338.8
03.06.2016 18:00;39.7;30.2;0.40;9.1;22625.7;;48.8;18.1;0.0;130.4
03.06.2016 19:00;42.5;27.2;0.30;9.2;16747.3;;41.4;17.5;0.0;84.4
03.06.2016 20:00;45.1;27.1;0.30;8.2;11536.6;;38.5;15.9;4.6;22.4
03.06.2016 21:00;46.0;27.7;0.30;6.9;11902.9;;39.1;14.7;0.4;1.3
03.06.2016 22:00;36.6;41.5;0.50;6.0;18632.6;;76.8;14.5;0.0;-3.5
03.06.2016 23:00;35.8;33.1;0.40;7.0;15007.8;;67.6;14.1;0.0;-2.5
04.06.2016 00:00;37.1;32.5;0.50;6.9;18351.4;;66.7;13.9;0.0;-1.9
04.06.2016 01:00;41.7;30.6;0.30;6.6;10285.5;;56.7;13.6;0.0;-2.4
04.06.2016 02:00;35.7;38.1;0.30;6.8;14013.5;;74.4;13.6;0.0;-2.1
04.06.2016 03:00;29.1;37.3;0.30;8.8;14068.3;;72.9;13.4;0.0;-1.8
04.06.2016 04:00;27.7;24.7;0.30;9.5;7686.7;;55.8;13.6;0.0;-1.9
04.06.2016 05:00;26.2;26.4;0.30;11.7;15871.7;;60.6;13.5;0.0;0.6
04.06.2016 06:00;24.7;23.3;0.30;9.8;9951.8;;54.3;13.6;0.0;16.2
04.06.2016 07:00;23.6;23.8;0.30;9.2;12049.0;;49.2;13.8;0.3;46.8
04.06.2016 08:00;20.7;32.2;0.40;7.3;11955.6;;80.2;14.0;0.3;95.9
04.06.2016 09:00;29.8;28.5;0.40;6.3;14336.4;;60.7;14.7;0.0;171.9
04.06.2016 10:00;44.8;23.9;0.30;5.4;8175.4;;40.8;14.8;0.7;265.1
04.06.2016 11:00;49.0;27.3;0.30;6.7;10637.6;;48.8;15.9;0.0;434.1
04.06.2016 12:00;67.1;23.9;0.30;6.3;8349.3;;40.5;18.2;0.0;930.8
04.06.2016 13:00;67.3;22.7;0.30;7.3;11705.8;;38.5;18.7;0.0;603.2
04.06.2016 14:00;67.9;19.3;0.30;5.7;7467.9;;26.9;15.9;0.0;243.6
04.06.2016 15:00;59.8;29.1;0.30;6.1;11178.9;;46.4;15.8;0.0;272.2
04.06.2016 16:00;65.2;32.0;0.40;6.8;13059.8;;50.9;16.4;0.0;295.0
04.06.2016 17:00;69.7;35.3;0.40;4.8;14718.3;;63.3;16.3;0.0;286.7
04.06.2016 18:00;57.7;33.5;0.40;6.6;11166.2;;56.5;15.8;0.6;93.1
04.06.2016 19:00;55.2;34.4;0.40;7.5;14001.3;;65.5;15.4;0.3;61.1
04.06.2016 20:00;45.1;45.8;0.40;7.7;23396.3;;73.0;15.4;0.0;49.1
04.06.2016 21:00;35.2;44.6;0.50;9.9;20515.3;;65.4;14.9;0.0;0.8
04.06.2016 22:00;28.9;47.2;0.50;11.6;20395.6;;77.8;14.5;0.0;-2.0
04.06.2016 23:00;28.9;44.5;0.50;11.5;21002.1;;72.1;14.3;0.0;-2.5
05.06.2016 00:00;20.7;44.7;0.50;15.0;27234.8;;85.8;14.0;0.0;-2.1
05.06.2016 01:00;22.7;40.0;0.40;12.7;19141.3;;78.5;13.9;0.0;-2.1
05.06.2016 02:00;23.2;32.2;0.30;13.3;15872.5;;74.0;13.6;0.0;-2.6
05.06.2016 03:00;22.9;27.4;0.30;11.4;17473.1;;58.1;13.4;0.0;-2.1
05.06.2016 04:00;18.2;27.4;0.40;9.7;12244.5;;61.9;13.5;0.0;-2.0
05.06.2016 05:00;20.5;15.2;0.30;11.1;9661.8;;32.0;13.3;0.0;0.1
05.06.2016 06:00;20.5;13.3;0.30;11.8;12274.7;;26.3;13.1;0.0;26.1
05.06.2016 07:00;21.9;11.4;0.20;8.6;8174.2;;23.5;13.4;0.0;93.1
05.06.2016 08:00;27.8;9.0;0.20;8.6;8844.9;;17.0;14.3;0.0;206.6
05.06.2016 09:00;35.3;15.2;0.30;7.7;10704.3;;35.0;15.1;0.0;348.4
05.06.2016 10:00;46.1;16.7;0.30;7.7;10850.5;;30.2;16.7;0.0;405.1
05.06.2016 11:00;52.4;15.5;0.30;8.8;10657.5;;26.3;17.2;0.0;411.1
05.06.2016 12:00;60.3;21.2;0.30;9.7;12105.4;;31.5;17.4;0.0;226.2
05.06.2016 13:00;54.2;28.0;0.40;8.8;11284.5;;47.6;18.0;0.0;424.1
05.06.2016 14:00;74.4;20.8;0.30;6.5;9248.9;;33.8;19.0;0.0;711.9
05.06.2016 15:00;82.8;11.1;0.30;6.2;5714.9;;16.4;19.1;0.0;813.6
05.06.2016 16:00;81.2;18.0;0.30;5.8;9550.8;;26.6;19.0;0.0;480.4
05.06.2016 17:00;70.6;20.0;0.30;5.8;11032.8;;27.3;17.5;0.0;197.5
05.06.2016 18:00;56.7;16.3;0.30;7.1;8635.4;;21.4;16.7;0.0;120.9
05.06.2016 19:00;61.6;17.6;0.30;6.8;7674.4;;25.2;16.6;0.0;208.0
05.06.2016 20:00;70.6;18.4;0.30;6.1;6928.0;;23.0;17.5;0.0;109.1
05.06.2016 21:00;53.1;30.8;0.30;6.8;10618.1;;37.5;16.6;0.0;1.1
05.06.2016 22:00;45.3;31.8;0.30;6.7;14476.2;;38.6;16.0;0.0;-3.0
05.06.2016 23:00;30.3;37.9;0.30;8.4;19039.3;;47.3;15.4;0.0;-2.8
06.06.2016 00:00;19.9;35.0;0.30;11.0;12335.1;;45.4;14.8;0.0;-3.2
06.06.2016 01:00;14.5;25.6;0.30;11.9;20471.9;;31.9;14.2;0.0;-4.1
06.06.2016 02:00;8.2;25.4;0.30;12.8;17837.5;;32.5;13.5;0.0;-3.9
06.06.2016 03:00;3.8;22.4;0.30;12.4;13460.9;;30.3;12.9;0.0;-3.3
06.06.2016 04:00;6.3;17.1;0.30;11.9;10218.6;;38.8;12.6;0.0;-3.9
06.06.2016 05:00;9.1;17.0;0.30;10.1;11642.5;;54.2;12.2;0.0;1.2
06.06.2016 06:00;7.3;30.3;0.50;11.8;26337.7;;126.3;12.1;0.0;69.6
06.06.2016 07:00;6.2;44.5;0.60;14.1;29937.2;;183.1;13.2;0.0;240.1
06.06.2016 08:00;11.6;46.7;0.50;12.5;30060.8;;152.3;14.8;0.0;414.8
06.06.2016 09:00;18.8;42.3;0.40;14.1;22060.1;;112.7;16.0;0.0;545.2
06.06.2016 10:00;43.4;29.5;0.30;10.5;14195.9;;55.7;17.3;0.0;769.8
06.06.2016 11:00;57.8;27.5;0.30;10.5;12147.0;;48.9;18.5;0.0;745.1
06.06.2016 12:00;75.5;19.1;0.30;10.4;9154.9;;28.6;19.7;0.0;774.0
06.06.2016 13:00;73.1;35.8;0.30;50.1;16806.2;;68.8;20.7;0.0;998.6
06.06.2016 14:00;73.4;44.5;0.30;200.7;21979.6;;85.0;21.9;0.0;943.0
06.06.2016 15:00;89.1;27.1;0.30;208.9;16093.3;;41.6;22.2;0.0;819.7
06.06.2016 16:00;80.3;50.2;0.40;209.0;22609.8;;83.8;22.5;0.0;610.1
06.06.2016 17:00;95.7;35.0;0.40;86.6;10956.2;;51.3;22.9;0.0;580.9
06.06.2016 18:00;99.6;27.6;0.30;61.9;9218.7;;38.7;23.2;0.0;414.5
06.06.2016 19:00;96.4;25.1;0.30;30.7;9652.8;;32.4;22.9;0.0;220.7
06.06.2016 20:00;84.6;32.4;0.30;31.5;13997.6;;36.5;21.8;0.0;16.0
06.06.2016 21:00;54.4;61.5;0.50;40.0;21154.2;;80.3;21.2;0.0;-1.7
06.06.2016 22:00;54.0;40.3;0.40;30.6;17419.7;;55.1;19.9;0.0;-4.1
06.06.2016 23:00;61.9;27.3;0.30;11.8;14060.5;;41.5;18.9;0.0;-3.4
07.06.2016 00:00;68.3;21.8;0.30;13.2;10454.8;;30.1;18.0;0.0;-4.4
07.06.2016 01:00;69.0;14.3;0.20;11.0;3988.5;;19.1;17.3;0.0;-4.1
07.06.2016 02:00;69.4;7.3;0.20;5.6;3235.7;;10.8;16.7;0.0;-4.1
07.06.2016 03:00;59.7;9.0;0.20;7.8;3526.4;;12.9;15.8;0.0;-4.0
07.06.2016 04:00;45.7;16.5;0.20;12.7;7734.7;;22.6;15.7;0.0;-3.8
07.06.2016 05:00;30.7;28.7;0.30;25.5;35684.0;;65.4;14.9;0.0;1.3
07.06.2016 06:00;16.2;53.5;0.40;29.1;44203.7;;149.5;14.7;0.0;63.6
07.06.2016 07:00;13.7;81.5;0.60;23.7;32885.2;;238.4;15.9;0.0;162.8
07.06.2016 08:00;24.0;60.0;0.50;22.0;27172.0;;163.1;17.4;0.0;397.2
07.06.2016 09:00;28.2;58.2;0.40;21.5;29746.0;;135.0;19.9;0.0;571.0
07.06.2016 10:00;46.5;50.5;0.40;16.4;23142.3;;103.8;21.4;0.0;732.4
07.06.2016 11:00;75.2;34.1;0.40;18.1;19137.3;;54.4;23.0;0.0;866.3
07.06.2016 12:00;94.9;12.5;0.20;20.9;9858.2;;15.7;21.9;0.0;357.6
07.06.2016 13:00;85.5;25.9;0.30;17.8;14652.7;;38.3;21.7;0.0;569.1
07.06.2016 14:00;78.0;30.3;0.30;19.4;15077.0;;43.7;21.6;0.0;317.1
07.06.2016 15:00;72.8;40.7;0.30;18.3;16477.4;;62.0;20.8;0.0;359.3
07.06.2016 16:00;73.6;59.3;0.50;17.0;27806.4;;105.5;22.6;0.0;616.6
07.06.2016 17:00;73.9;58.4;0.50;15.4;22899.5;;97.9;23.6;0.0;399.1
07.06.2016 18:00;55.4;77.0;0.60;12.8;28344.0;;125.4;23.1;0.0;174.7
07.06.2016 19:00;56.3;59.1;0.60;15.5;23867.1;;89.4;21.8;0.0;105.8
07.06.2016 20:00;67.0;33.6;0.40;17.5;17402.6;;45.0;21.0;0.0;46.6
07.06.2016 21:00;54.2;44.6;0.40;14.6;21198.4;;64.0;20.4;0.0;-0.8
07.06.2016 22:00;39.9;43.1;0.40;15.5;20034.6;;68.1;19.0;0.0;-3.2
07.06.2016 23:00;45.0;28.3;0.30;11.9;15140.7;;41.2;18.0;0.0;-3.3
08.06.2016 00:00;40.1;23.2;0.30;10.8;16494.2;;38.7;17.4;0.0;-3.3
08.06.2016 01:00;38.1;15.2;0.30;10.8;8554.5;;27.9;16.7;0.0;-3.8
08.06.2016 02:00;39.4;10.1;0.20;10.2;5292.7;;16.0;16.2;0.0;-3.9
08.06.2016 03:00;33.9;9.4;0.20;10.7;4689.2;;15.3;15.4;0.0;-3.5
08.06.2016 04:00;30.6;11.7;0.20;10.0;7437.9;;23.7;15.4;0.0;-3.8
08.06.2016 05:00;18.6;24.4;0.30;24.6;37391.8;;64.4;15.3;0.0;0.9
08.06.2016 06:00;13.5;38.2;0.40;25.0;25212.7;;117.3;15.2;0.0;41.8
08.06.2016 07:00;9.9;55.0;0.50;22.3;37521.7;;173.8;15.6;0.0;104.3
08.06.2016 08:00;12.7;55.6;0.50;18.4;34425.4;;168.0;16.4;0.0;133.3
08.06.2016 09:00;18.0;60.8;0.40;13.7;27947.5;;133.9;15.6;12.4;18.4
08.06.2016 10:00;32.1;78.8;0.40;11.2;21937.3;;150.7;15.7;1.8;108.8
08.06.2016 11:00;40.7;63.9;0.40;9.9;24928.5;;125.7;16.7;0.0;210.0
08.06.2016 12:00;45.5;45.8;0.40;11.3;29400.5;;88.8;17.1;0.0;437.2
08.06.2016 13:00;53.0;48.0;0.40;12.2;21477.9;;92.0;19.0;7.7;434.0
08.06.2016 14:00;55.0;64.0;0.40;16.1;14457.5;;104.0;16.3;5.9;91.2
08.06.2016 15:00;43.1;80.1;0.50;13.7;31303.8;;147.5;16.9;0.0;415.7
08.06.2016 16:00;56.1;67.7;0.50;13.0;24622.2;;131.0;18.6;0.0;503.5
08.06.2016 17:00;61.5;66.5;0.50;13.0;17677.9;;116.3;16.5;11.6;38.2
08.06.2016 18:00;58.0;61.8;0.40;11.1;14631.2;;81.8;14.4;1.8;10.3
08.06.2016 19:00;57.9;56.0;0.40;9.5;21184.3;;80.8;14.7;1.4;11.5
08.06.2016 20:00;57.0;44.0;0.40;8.3;22940.8;;65.6;14.0;0.3;17.9
08.06.2016 21:00;52.3;44.6;0.40;8.0;17506.2;;63.0;14.0;0.1;-1.3
08.06.2016 22:00;56.3;35.1;0.30;8.5;11982.3;;51.5;13.8;0.0;-2.6
08.06.2016 23:00;55.9;27.4;0.30;9.6;13702.9;;43.4;13.8;0.0;-2.3
09.06.2016 00:00;57.8;22.5;0.30;10.1;11699.2;;29.6;13.6;5.0;-1.3
09.06.2016 01:00;66.7;17.4;0.20;6.3;3890.9;;26.9;13.8;0.5;-2.2
09.06.2016 02:00;65.5;10.1;0.20;4.8;3131.2;;12.0;13.7;0.0;-1.9
09.06.2016 03:00;58.4;9.4;0.20;5.8;4380.9;;12.9;13.7;0.0;-2.4
09.06.2016 04:00;53.0;11.7;0.20;6.4;4487.8;;17.8;13.6;0.0;-2.7
09.06.2016 05:00;35.2;31.0;0.30;6.0;35134.8;;59.0;13.7;0.0;-1.9
09.06.2016 06:00;22.5;47.9;0.40;7.4;24507.7;;109.6;13.6;0.0;5.9
09.06.2016 07:00;10.5;78.3;0.60;12.3;43415.6;;214.4;13.9;0.5;14.5
09.06.2016 08:00;4.2;86.0;0.70;12.7;43297.0;;253.3;13.8;2.0;23.4
09.06.2016 09:00;8.3;77.8;0.80;14.2;43712.9;;220.4;14.4;1.3;54.1
09.06.2016 10:00;19.1;75.4;0.60;11.6;41763.7;;178.1;14.5;0.0;109.8
09.06.2016 11:00;22.0;76.2;0.50;12.0;31727.0;;182.5;15.1;0.0;154.1
09.06.2016 12:00;33.6;60.5;0.50;13.6;30564.4;;115.3;15.3;0.1;274.3
09.06.2016 13:00;68.7;41.1;0.30;12.0;17309.6;;76.3;17.0;0.0;1050.8
09.06.2016 14:00;64.9;50.8;0.40;12.3;22657.3;;96.0;18.8;0.0;685.9
09.06.2016 15:00;67.1;53.2;0.40;13.0;24934.2;;98.9;18.9;0.0;618.5
09.06.2016 16:00;59.7;62.9;0.60;12.2;26251.7;;122.0;19.9;0.0;587.9
09.06.2016 17:00;48.9;90.8;0.60;10.3;25731.5;;197.9;20.4;0.0;578.1
09.06.2016 18:00;57.8;65.6;0.50;10.3;20003.3;;116.8;19.3;0.0;186.6
09.06.2016 19:00;74.6;39.0;0.40;10.8;16256.0;;53.7;18.3;0.0;271.5
09.06.2016 20:00;61.1;49.7;0.50;13.4;20795.2;;70.7;18.9;0.0;80.6
09.06.2016 21:00;33.2;63.7;0.50;16.7;25528.3;;87.2;17.3;0.0;0.7
09.06.2016 22:00;10.7;74.0;0.50;21.1;30857.4;;109.0;15.9;0.0;-4.2
09.06.2016 23:00;7.6;57.6;0.50;21.3;26847.4;;86.0;14.7;0.0;-4.3
10.06.2016 00:00;11.2;44.5;0.40;19.2;20930.4;;60.4;13.6;0.0;-4.1
10.06.2016 01:00;20.3;31.2;0.30;15.0;11482.1;;44.4;13.1;0.0;-4.4
10.06.2016 02:00;30.9;13.1;0.20;12.4;5749.1;;20.4;12.4;0.0;-4.2
10.06.2016 03:00;30.9;12.4;0.20;11.7;5770.6;;21.4;11.6;0.0;-4.1
10.06.2016 04:00;29.1;17.2;0.20;11.1;9546.1;;32.1;11.5;0.0;-4.2
10.06.2016 05:00;17.5;29.8;0.30;17.4;22901.9;;82.5;11.3;0.0;1.4
10.06.2016 06:00;9.7;49.3;0.40;21.5;41916.0;;160.1;11.9;0.0;86.2
10.06.2016 07:00;10.7;69.6;0.60;15.6;41858.1;;204.5;12.6;0.0;246.4
10.06.2016 08:00;15.8;68.7;0.50;13.2;32994.8;;233.4;14.3;0.0;425.7
10.06.2016 09:00;31.5;55.6;0.40;10.8;26019.1;;131.6;16.2;0.0;596.1
10.06.2016 10:00;47.4;41.4;0.30;12.3;16820.1;;76.8;17.6;0.0;743.3
10.06.2016 11:00;55.8;34.8;0.30;12.8;14691.3;;65.8;18.7;0.0;858.6
10.06.2016 12:00;78.0;25.3;0.30;12.4;14864.7;;38.9;20.4;0.0;936.0
10.06.2016 13:00;96.5;25.4;0.30;11.4;11823.8;;36.7;21.3;0.0;964.7
10.06.2016 14:00;101.1;26.4;0.30;11.8;14102.9;;39.4;21.9;0.0;903.5
10.06.2016 15:00;104.4;33.6;0.30;10.3;15384.0;;52.0;22.6;0.0;842.6
10.06.2016 16:00;101.6;43.5;0.30;10.9;20166.8;;69.1;22.9;0.0;649.3
10.06.2016 17:00;109.4;27.0;0.30;15.8;11028.6;;36.1;23.0;0.0;398.3
10.06.2016 18:00;107.6;28.9;0.30;11.2;14148.2;;37.5;22.6;0.0;238.5
10.06.2016 19:00;105.1;21.4;0.30;12.1;13521.7;;24.0;21.9;0.0;90.0
10.06.2016 20:00;100.9;27.0;0.30;12.1;14689.6;;31.3;21.6;0.0;31.9
10.06.2016 21:00;58.4;50.5;0.40;16.1;26364.3;;62.5;20.5;0.0;-0.5
10.06.2016 22:00;50.7;51.4;0.40;19.5;30198.0;;65.0;19.8;0.0;-3.7
10.06.2016 23:00;57.3;43.0;0.40;18.6;20115.7;;58.9;18.4;0.0;-2.4
11.06.2016 00:00;91.5;28.1;0.30;10.8;8587.8;;36.5;16.8;0.2;-5.1
